El-array Spa.1 Spa.2 Spa.3 Spa.4 Rho Dev. M Sp Vp In Spa.5 Spa.6 Spa.7 Spa.8
Mixed/non-conventional 15.00 16.00 32.00 33.00 824.86 3.16 0.00 -0.49 -1.340 24.979 0.00 0.00 0.00 0.00
Mixed/non-conventional 16.00 17.00 33.00 34.00 511.84 6.40 0.00 29.37 -0.870 26.155 0.00 0.00 0.00 0.00
Mixed/non-conventional 17.00 18.00 34.00 35.00 206.72 6.69 0.00 2.13 -0.373 27.717 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 1.00 18.00 19.00 4019.05 445.33 0.00 -411.61 -0.208 0.944 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 2.00 19.00 20.00 602.93 15.25 0.00 -27.98 -0.677 20.508 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 3.00 20.00 21.00 840.56 11.94 0.00 -32.35 -0.910 19.769 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 4.00 21.00 22.00 934.86 4.69 0.00 -11.03 -1.354 26.453 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 5.00 22.00 23.00 137.26 35.00 0.00 14.27 -0.208 27.644 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 6.00 23.00 24.00 -211.76 14.91 0.00 -1.62 0.272 23.480 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 7.00 24.00 25.00 -218.69 26.06 0.00 -3.59 0.283 23.633 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 8.00 25.00 26.00 788.20 4.43 0.00 42.15 -1.067 24.734 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 9.00 26.00 27.00 1231.34 6.29 0.00 -16.67 -1.469 21.784 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 10.00 27.00 28.00 732.98 3.30 0.00 78.65 -0.963 24.009 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 11.00 28.00 29.00 631.34 11.55 0.00 -63.40 -1.243 35.957 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 12.00 29.00 30.00 719.54 0.87 0.00 13.42 -1.605 40.733 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 13.00 30.00 31.00 558.03 11.83 0.00 -47.72 -1.225 40.095 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 14.00 31.00 32.00 769.69 2.83 0.00 -3.43 -1.422 33.744 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 15.00 32.00 33.00 897.62 2.53 0.00 -0.71 -1.375 27.987 0.00 0.00 0.00 0.00
Mixed/non-conventional 15.00 16.00 33.00 34.00 893.66 5.21 0.00 29.86 -1.225 25.037 0.00 0.00 0.00 0.00
Mixed/non-conventional 16.00 17.00 34.00 35.00 1545.62 1.46 0.00 1.72 -2.217 26.201 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 1.00 19.00 20.00 434.13 15.35 0.00 -20.84 -0.580 28.721 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 2.00 20.00 21.00 292.03 38.96 0.00 -34.39 -0.279 20.558 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 3.00 21.00 22.00 -240.65 28.03 0.00 -10.44 0.222 19.830 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 4.00 22.00 23.00 235.24 24.44 0.00 16.16 -0.290 26.502 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 5.00 23.00 24.00 555.56 5.28 0.00 -0.88 -0.716 27.708 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 6.00 24.00 25.00 1394.08 5.02 0.00 -3.71 -1.526 23.519 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 7.00 25.00 26.00 946.24 4.36 0.00 40.57 -1.042 23.670 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 8.00 26.00 27.00 571.67 14.72 0.00 -13.73 -0.659 24.773 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 9.00 27.00 28.00 539.52 6.65 0.00 77.26 -0.548 21.827 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 10.00 28.00 29.00 752.41 16.84 0.00 -62.46 -0.842 24.039 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 11.00 29.00 30.00 746.44 2.23 0.00 15.76 -1.250 35.986 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 12.00 30.00 31.00 848.93 9.29 0.00 -49.11 -1.612 40.799 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 13.00 31.00 32.00 565.19 4.15 0.00 -3.93 -1.057 40.172 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 14.00 32.00 33.00 790.24 3.23 0.00 -1.11 -1.243 33.797 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 15.00 33.00 34.00 777.57 5.49 0.00 30.31 -1.014 28.013 0.00 0.00 0.00 0.00
Mixed/non-conventional 15.00 16.00 34.00 35.00 877.50 2.74 0.00 2.45 -1.024 25.086 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 1.00 20.00 21.00 -511.57 19.99 0.00 -29.99 0.587 28.787 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 2.00 21.00 22.00 470.52 17.75 0.00 -9.67 -0.387 20.611 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 3.00 22.00 23.00 1749.40 5.68 0.00 16.07 -1.386 19.864 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 4.00 23.00 24.00 703.53 4.69 0.00 -0.27 -0.745 26.548 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 5.00 24.00 25.00 659.53 9.39 0.00 -3.87 -0.731 27.775 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 6.00 25.00 26.00 590.89 6.82 0.00 40.19 -0.555 23.555 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 7.00 26.00 27.00 686.16 14.78 0.00 -12.68 -0.648 23.687 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 8.00 27.00 28.00 590.04 4.23 0.00 75.66 -0.584 24.806 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 9.00 28.00 29.00 677.61 24.58 0.00 -61.02 -0.591 21.865 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 10.00 29.00 30.00 775.19 7.22 0.00 7.34 -0.745 24.094 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 11.00 30.00 31.00 543.46 18.11 0.00 -44.90 -0.781 36.020 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 12.00 31.00 32.00 672.38 4.26 0.00 -3.74 -1.096 40.866 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 13.00 32.00 33.00 809.95 3.08 0.00 -1.96 -1.300 40.244 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 14.00 33.00 34.00 785.85 5.58 0.00 30.14 -1.060 33.822 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 15.00 34.00 35.00 672.49 4.17 0.00 3.69 -0.752 28.040 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 1.00 21.00 22.00 479.54 6.67 0.00 -6.05 -0.476 28.837 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 2.00 22.00 23.00 583.88 18.91 0.00 16.51 -0.415 20.656 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 3.00 23.00 24.00 459.91 12.01 0.00 -0.32 -0.315 19.895 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 4.00 24.00 25.00 582.84 14.93 0.00 -3.46 -0.534 26.580 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 5.00 25.00 26.00 807.38 6.15 0.00 41.20 -0.774 27.816 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 6.00 26.00 27.00 806.59 14.88 0.00 -13.60 -0.655 23.590 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 7.00 27.00 28.00 864.38 4.54 0.00 75.05 -0.706 23.696 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 8.00 28.00 29.00 799.77 20.75 0.00 -60.10 -0.684 24.831 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 9.00 29.00 30.00 978.12 12.56 0.00 15.22 -0.738 21.897 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 10.00 30.00 31.00 901.33 19.83 0.00 -55.17 -0.749 24.109 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 11.00 31.00 32.00 573.94 6.76 0.00 -3.22 -0.713 36.050 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 12.00 32.00 33.00 663.38 4.56 0.00 -2.59 -0.935 40.907 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 13.00 33.00 34.00 565.12 7.08 0.00 30.46 -0.784 40.292 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 14.00 34.00 35.00 798.56 3.07 0.00 4.18 -0.931 33.852 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 1.00 22.00 23.00 347.64 27.78 0.00 17.15 -0.301 28.892 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 2.00 23.00 24.00 479.60 10.71 0.00 1.14 -0.297 20.693 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 3.00 24.00 25.00 858.09 13.80 0.00 -3.36 -0.512 19.926 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 4.00 25.00 26.00 790.36 7.54 0.00 39.43 -0.630 26.626 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 5.00 26.00 27.00 793.83 11.11 0.00 -14.30 -0.663 27.866 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 6.00 27.00 28.00 637.63 6.92 0.00 74.80 -0.451 23.628 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 7.00 28.00 29.00 680.84 29.37 0.00 -58.45 -0.484 23.709 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 8.00 29.00 30.00 938.08 13.79 0.00 19.22 -0.698 24.855 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 9.00 30.00 31.00 752.15 28.35 0.00 -59.06 -0.494 21.938 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 10.00 31.00 32.00 926.43 7.38 0.00 -3.11 -0.670 24.135 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 11.00 32.00 33.00 688.35 6.38 0.00 -3.16 -0.745 36.131 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 12.00 33.00 34.00 794.26 5.92 0.00 31.19 -0.974 40.948 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 13.00 34.00 35.00 672.76 3.04 0.00 4.25 -0.813 40.345 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 1.00 23.00 24.00 651.74 8.05 0.00 -0.35 -0.494 28.934 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 2.00 24.00 25.00 600.08 23.64 0.00 -2.99 -0.326 20.722 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 3.00 25.00 26.00 821.40 9.46 0.00 40.17 -0.430 19.963 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 4.00 26.00 27.00 768.86 12.98 0.00 -15.11 -0.537 26.659 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 5.00 27.00 28.00 621.86 6.63 0.00 74.46 -0.455 27.908 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 6.00 28.00 29.00 670.40 34.64 0.00 -57.86 -0.415 23.645 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 7.00 29.00 30.00 829.22 18.68 0.00 19.58 -0.516 23.730 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 8.00 30.00 31.00 834.58 26.82 0.00 -60.69 -0.544 24.888 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 9.00 31.00 32.00 659.67 10.50 0.00 -3.78 -0.380 21.958 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 10.00 32.00 33.00 1063.32 6.00 0.00 -2.53 -0.673 24.160 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 11.00 33.00 34.00 805.98 7.05 0.00 31.68 -0.763 36.113 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 12.00 34.00 35.00 846.68 3.08 0.00 3.98 -0.910 40.994 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 1.00 24.00 25.00 508.93 13.59 0.00 -5.78 -0.340 28.987 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 2.00 25.00 26.00 591.01 13.82 0.00 41.07 -0.283 20.757 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 3.00 26.00 27.00 738.01 27.41 0.00 -12.78 -0.340 19.989 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 4.00 27.00 28.00 605.11 9.43 0.00 72.39 -0.373 26.689 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 5.00 28.00 29.00 399.97 54.42 0.00 -56.47 -0.258 27.954 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 6.00 29.00 30.00 820.07 26.59 0.00 18.95 -0.448 23.670 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 7.00 30.00 31.00 693.17 36.91 0.00 -60.74 -0.380 23.747 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 8.00 31.00 32.00 785.54 9.36 0.00 -4.25 -0.451 24.908 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 9.00 32.00 33.00 720.38 9.40 0.00 -2.40 -0.365 21.987 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 10.00 33.00 34.00 981.89 10.62 0.00 31.65 -0.548 24.197 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 11.00 34.00 35.00 730.81 5.17 0.00 4.20 -0.609 36.123 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 1.00 25.00 26.00 520.29 12.96 0.00 42.14 -0.308 29.014 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 2.00 26.00 27.00 540.19 31.86 0.00 -13.60 -0.229 20.796 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 3.00 27.00 28.00 649.10 14.05 0.00 72.99 -0.265 20.011 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 4.00 28.00 29.00 841.05 30.60 0.00 -56.09 -0.458 26.715 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 5.00 29.00 30.00 577.19 4.35 0.00 23.39 -0.330 27.979 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 6.00 30.00 31.00 666.73 43.47 0.00 -60.08 -0.322 23.695 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 7.00 31.00 32.00 635.37 14.50 0.00 -4.08 -0.308 23.759 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 8.00 32.00 33.00 929.60 8.54 0.00 -2.29 -0.473 24.925 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 9.00 33.00 34.00 773.80 16.22 0.00 31.12 -0.347 22.004 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 10.00 34.00 35.00 979.43 5.58 0.00 4.54 -0.484 24.195 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 1.00 26.00 27.00 441.94 33.37 0.00 -12.88 -0.233 29.046 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 2.00 27.00 28.00 512.44 16.15 0.00 72.19 -0.193 20.811 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 3.00 28.00 29.00 758.86 49.25 0.00 -55.09 -0.276 20.039 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 4.00 29.00 30.00 974.92 4.30 0.00 24.44 -0.473 26.739 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 5.00 30.00 31.00 479.49 53.58 0.00 -61.98 -0.244 28.007 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 6.00 31.00 32.00 657.64 16.34 0.00 -3.89 -0.283 23.723 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 7.00 32.00 33.00 764.18 12.27 0.00 -2.59 -0.330 23.776 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 8.00 33.00 34.00 902.47 13.96 0.00 31.19 -0.408 24.947 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 9.00 34.00 35.00 788.84 7.88 0.00 4.24 -0.315 22.031 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 1.00 27.00 28.00 464.08 14.59 0.00 73.66 -0.218 29.072 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 2.00 28.00 29.00 435.13 97.28 0.00 -54.10 -0.147 20.840 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 3.00 29.00 30.00 937.27 30.52 0.00 20.84 -0.304 20.058 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 4.00 30.00 31.00 900.57 36.85 0.00 -61.52 -0.390 26.770 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 5.00 31.00 32.00 394.43 22.26 0.00 -3.63 -0.179 28.037 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 6.00 32.00 33.00 717.70 11.53 0.00 -1.81 -0.276 23.729 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 7.00 33.00 34.00 771.72 18.67 0.00 29.75 -0.297 23.788 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 8.00 34.00 35.00 921.80 6.70 0.00 3.70 -0.373 24.953 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 1.00 28.00 29.00 220.38 139.09 0.00 -53.25 -0.093 29.106 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 2.00 29.00 30.00 603.15 52.56 0.00 20.72 -0.183 20.860 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 3.00 30.00 31.00 749.79 59.34 0.00 -59.84 -0.218 20.071 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 4.00 31.00 32.00 847.34 12.28 0.00 -3.31 -0.330 26.786 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 5.00 32.00 33.00 474.58 23.13 0.00 -0.73 -0.193 28.072 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 6.00 33.00 34.00 924.64 17.68 0.00 27.88 -0.319 23.747 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 7.00 34.00 35.00 757.12 8.58 0.00 3.24 -0.261 23.787 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 1.00 29.00 30.00 414.01 74.43 0.00 21.24 -0.158 29.130 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 2.00 30.00 31.00 393.76 124.89 0.00 -58.16 -0.107 20.883 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 3.00 31.00 32.00 709.47 21.74 0.00 -3.22 -0.186 20.090 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 4.00 32.00 33.00 1053.33 12.53 0.00 -0.64 -0.369 26.803 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 5.00 33.00 34.00 566.32 27.36 0.00 27.01 -0.208 28.072 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 6.00 34.00 35.00 680.36 13.43 0.00 2.94 -0.211 23.769 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 1.00 30.00 31.00 249.98 161.57 0.00 -59.07 -0.086 29.138 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 2.00 31.00 32.00 377.66 42.82 0.00 -3.27 -0.093 20.894 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 3.00 32.00 33.00 875.61 19.18 0.00 -0.20 -0.208 20.103 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 4.00 33.00 34.00 826.09 21.56 0.00 25.83 -0.261 26.819 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 5.00 34.00 35.00 496.69 16.75 0.00 2.90 -0.165 28.108 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 1.00 31.00 32.00 459.36 33.15 0.00 1.59 -0.143 29.158 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 2.00 32.00 33.00 352.28 39.63 0.00 0.69 -0.079 20.912 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 3.00 33.00 34.00 832.29 31.79 0.00 25.40 -0.179 20.117 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 4.00 34.00 35.00 936.33 11.87 0.00 2.89 -0.269 26.822 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 1.00 32.00 33.00 -63.12 210.74 0.00 1.80 0.018 29.180 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 2.00 33.00 34.00 475.60 57.23 0.00 24.83 -0.097 20.912 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 3.00 34.00 35.00 750.16 15.25 0.00 2.90 -0.147 20.133 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 1.00 33.00 34.00 346.10 62.88 0.00 24.28 -0.090 29.184 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 2.00 34.00 35.00 617.53 21.65 0.00 2.91 -0.115 20.936 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 1.00 34.00 35.00 1741.33 7.76 0.00 2.06 -0.412 29.182 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 2.00 4.00 6.00 1093.86 0.60 0.00 -46.28 -16.551 0.570 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 3.00 5.00 7.00 1639.88 0.96 0.00 -69.08 -16.956 0.390 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 4.00 6.00 8.00 1676.83 0.81 0.00 -44.90 -17.071 0.384 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 5.00 7.00 9.00 1977.09 1.06 0.00 34.51 -17.236 0.329 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 6.00 8.00 10.00 2058.73 1.00 0.00 -13.83 -17.597 0.322 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 7.00 9.00 11.00 1967.75 0.57 0.00 -50.73 -17.132 0.328 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 8.00 10.00 12.00 2146.76 0.72 0.00 -15.39 -17.368 0.305 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 9.00 11.00 13.00 2527.23 1.09 0.00 -18.91 -17.397 0.260 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 10.00 12.00 14.00 2091.41 0.66 0.00 40.69 -17.698 0.319 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 11.00 13.00 15.00 2098.38 0.53 0.00 7.79 -17.433 0.313 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 12.00 14.00 16.00 2111.60 1.06 0.00 -20.00 -18.364 0.328 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 13.00 15.00 17.00 2083.80 1.04 0.00 61.32 -18.228 0.330 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 14.00 16.00 18.00 2687.68 0.82 0.00 52.97 -18.973 0.266 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 15.00 17.00 19.00 2804.85 1.33 0.00 -10.05 -18.421 0.248 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 16.00 18.00 20.00 2989.91 1.52 0.00 -60.68 -18.335 0.231 0.00 0.00 0.00 0.00
Mixed/non-conventional 15.00 17.00 19.00 21.00 2879.03 0.92 0.00 -77.10 -18.099 0.237 0.00 0.00 0.00 0.00
Mixed/non-conventional 16.00 18.00 20.00 22.00 2902.25 1.60 0.00 -39.01 -18.013 0.234 0.00 0.00 0.00 0.00
Mixed/non-conventional 17.00 19.00 21.00 23.00 3032.24 0.95 0.00 7.73 -18.056 0.224 0.00 0.00 0.00 0.00
Mixed/non-conventional 18.00 20.00 22.00 24.00 3651.75 0.73 0.00 14.82 -18.152 0.187 0.00 0.00 0.00 0.00
Mixed/non-conventional 19.00 21.00 23.00 25.00 3539.58 0.88 0.00 -7.85 -18.367 0.196 0.00 0.00 0.00 0.00
Mixed/non-conventional 20.00 22.00 24.00 26.00 3625.52 1.00 0.00 29.66 -18.006 0.187 0.00 0.00 0.00 0.00
Mixed/non-conventional 21.00 23.00 25.00 27.00 3981.76 1.92 0.00 20.58 -19.259 0.182 0.00 0.00 0.00 0.00
Mixed/non-conventional 22.00 24.00 26.00 28.00 3576.61 2.12 0.00 55.01 -18.482 0.195 0.00 0.00 0.00 0.00
Mixed/non-conventional 23.00 25.00 27.00 29.00 3412.09 1.26 0.00 2.34 -18.532 0.205 0.00 0.00 0.00 0.00
Mixed/non-conventional 24.00 26.00 28.00 30.00 3527.28 1.16 0.00 -23.52 -18.801 0.201 0.00 0.00 0.00 0.00
Mixed/non-conventional 25.00 27.00 29.00 31.00 4101.80 1.69 0.00 -27.32 -19.338 0.178 0.00 0.00 0.00 0.00
Mixed/non-conventional 26.00 28.00 30.00 32.00 3193.25 1.82 0.00 -65.61 -19.402 0.229 0.00 0.00 0.00 0.00
Mixed/non-conventional 27.00 29.00 31.00 33.00 3200.97 1.04 0.00 -1.44 -17.869 0.210 0.00 0.00 0.00 0.00
Mixed/non-conventional 28.00 30.00 32.00 34.00 4083.67 1.16 0.00 17.14 -18.933 0.175 0.00 0.00 0.00 0.00
Mixed/non-conventional 29.00 31.00 33.00 35.00 3276.36 1.39 0.00 34.50 -17.433 0.201 0.00 0.00 0.00 0.00
Mixed/non-conventional 0.00 2.00 6.00 8.00 384.54 0.15 0.00 -7.01 -15.495 6.076 0.00 0.00 0.00 0.00
Mixed/non-conventional 1.00 3.00 7.00 9.00 524.34 0.17 0.00 67.62 -15.613 4.490 0.00 0.00 0.00 0.00
Mixed/non-conventional 2.00 4.00 8.00 10.00 551.24 0.22 0.00 -9.64 -15.527 4.248 0.00 0.00 0.00 0.00
Mixed/non-conventional 3.00 5.00 9.00 11.00 541.45 0.39 0.00 -62.28 -15.473 4.309 0.00 0.00 0.00 0.00
Mixed/non-conventional 4.00 6.00 10.00 12.00 552.91 0.43 0.00 -15.76 -15.606 4.256 0.00 0.00 0.00 0.00
Mixed/non-conventional 5.00 7.00 11.00 13.00 597.03 0.37 0.00 -14.71 -15.588 3.937 0.00 0.00 0.00 0.00
Mixed/non-conventional 6.00 8.00 12.00 14.00 659.33 0.14 0.00 41.57 -15.627 3.574 0.00 0.00 0.00 0.00
Mixed/non-conventional 7.00 9.00 13.00 15.00 853.00 0.44 0.00 16.50 -15.667 2.770 0.00 0.00 0.00 0.00
Mixed/non-conventional 8.00 10.00 14.00 16.00 760.38 0.67 0.00 -19.25 -15.402 3.054 0.00 0.00 0.00 0.00
Mixed/non-conventional 9.00 11.00 15.00 17.00 734.16 0.28 0.00 55.01 -15.728 3.230 0.00 0.00 0.00 0.00
Mixed/non-conventional 10.00 12.00 16.00 18.00 925.97 0.32 0.00 41.38 -15.531 2.529 0.00 0.00 0.00 0.00
Mixed/non-conventional 11.00 13.00 17.00 19.00 920.02 0.32 0.00 -9.11 -15.437 2.530 0.00 0.00 0.00 0.00
Mixed/non-conventional 12.00 14.00 18.00 20.00 1145.83 0.84 0.00 -35.01 -15.513 2.042 0.00 0.00 0.00 0.00
Mixed/non-conventional 13.00 15.00 19.00 21.00 1297.50 0.71 0.00 -73.71 -15.466 1.797 0.00 0.00 0.00 0.00
Mixed/non-conventional 14.00 16.00 20.00 22.00 1265.85 1.04 0.00 -44.89 -15.344 1.828 0.00 0.00 0.00 0.00
Mixed/non-conventional 15.00 17.00 21.00 23.00 1156.65 0.44 0.00 6.43 -15.391 2.007 0.00 0.00 0.00 0.00
